obs,Expenditures,Revenues,Exports,Imports,IntDef,ExtDef,d_Expenditures,d_Revenues,d_Exports,d_Imports,d_IntDef,d_ExtDef,d_d_Expenditures,d_d_Revenues,d_d_Exports,d_d_Imports,d_d_IntDef,d_d_ExtDef,l_Expenditures,l_Revenues,l_Exports,l_Imports,l_IntDef,l_ExtDef,ld_Expenditures,ld_Revenues,ld_Exports,ld_Imports,ld_IntDef,ld_ExtDef,sd_Expenditures,sd_Revenues,sd_Exports,sd_Imports,sd_IntDef,sd_ExtDef
1951Q1,516.036236933798,678.009756097561,56.908,66.394,161.973519163763,-9.486,16.95441875198,43.280059127864,2.785,0,26.325640375884,2.785,-12.8287066193799,9.21811814945204,-1.227,-0.103000000000009,22.046824768833,-1.124,6.24617698963168,6.51916167736129,4.04143592878892,4.19560669095376,5.08743285991894,NA,0.0334069430286137,0.0659624431569945,0.0501766946501445,0,0.177370458327502,NA,-53.763543767956,172.781466623877,8.639,15.51,226.545010391833,-6.871
1951Q2,556.861205564142,659.527357032457,62.466,64.196,102.666151468315,-1.73,40.824968630344,-18.482399065104,5.558,-2.19800000000001,-59.307367695448,7.756,23.8705498783639,-61.762458192968,2.773,-2.19800000000001,-85.633008071332,4.971,6.32231602676521,6.49152345277157,4.13462240872067,4.16194090345891,4.63148247612711,NA,0.0761390371335304,-0.0276382245897207,0.0931864799317506,-0.0336657874948543,-0.455950383791833,NA,39.427366084749,111.398289787338,13.605,10.493,71.9709237025883,3.11200000000001
1951Q3,588.241046831956,650.975895316804,63.979,58.765,62.7348484848485,5.214,31.3798412678141,-8.55146171565298,1.513,-5.431,-39.9313029834665,6.944,-9.44512736252989,9.93093734945103,-4.045,-3.23299999999999,19.3760647119815,-0.811999999999999,6.37713680748647,6.47847261435992,4.15855490451488,4.07354643958482,4.13891709044733,1.65134731551131,0.054820780721264,-0.0130508384116537,0.023932495794214,-0.0883944638740921,-0.49256538567978,NA,118.942354021498,50.3081393255189,13.868,-7.526,-68.6342146959795,21.394
1951Q4,607.016108247423,676.159664948454,63.409,57.245,69.1435567010309,6.164,18.7750614154669,25.18376963165,-0.57,-1.52,6.4087082161824,0.949999999999999,-12.6047798523472,33.7352313473029,-2.083,3.91099999999999,46.3400111996489,-5.994,6.40855532818255,6.51642923890647,4.14960580720437,4.04734030237578,4.23618487518703,1.81872591745787,0.0314185206960751,0.0379566245465508,-0.00894909731051907,-0.0262061372090425,0.0972677847396994,0.167378601946559,107.934290065605,41.429967978757,9.286,-9.14900000000001,-66.5043220868481,18.435
1952Q1,608.751641414141,688.401388888889,66.753,63.886,79.6497474747475,2.867,1.73553316671803,12.241723940435,3.344,6.64100000000001,10.5061907737166,-3.297,-17.0395282487489,-12.942045691215,3.914,8.16100000000001,4.09748255753419,-4.247,6.41141037076136,6.5343720818962,4.20099924009064,4.15710024504749,4.37763886591472,1.05326618690123,0.0028550425788163,0.0179428429897284,0.0513934328862744,0.109759942671714,0.141453990727688,-0.765459730556637,92.715404480343,10.391632791328,9.845,-2.508,-82.3237716890155,12.353
1952Q2,635.677737665463,682.112635379061,59.429,63.561,46.434897713598,-4.132,26.9260962513221,-6.28875350982798,-7.324,-0.325000000000003,-33.2148497611495,-6.999,25.190563084604,-18.530477450263,-10.668,-6.96600000000001,-43.7210405348661,-3.702,6.45469173313953,6.52519479872171,4.08478232271841,4.15200007471026,3.83805128243881,NA,0.043281362378166,-0.0091772831744894,-0.116216917372232,-0.00510017033722665,-0.539587583475906,NA,78.8165321013211,22.585278346604,-3.037,-0.634999999999998,-56.231253754717,-2.402
1952Q3,646.671378091873,681.498233215548,54.748,67.427,34.8268551236748,-12.679,10.9936404264099,-0.614402163512977,-4.681,3.86600000000001,-11.6080425899232,-8.547,-15.9324558249122,5.67435134631501,2.64299999999999,4.19100000000001,21.6068071712263,-1.548,6.4718382490718,6.52429365863953,4.00274083834902,4.21104553117393,3.55038878813006,NA,0.0171465159322759,-0.0009011400821759,-0.0820414843693884,0.0590454564636653,-0.287662494308751,NA,58.4303312599169,30.522337898744,-9.231,8.66200000000001,-27.9079933611737,-17.893
1952Q4,648.094736842105,702.885354691075,55.154,73.434,54.7906178489703,-18.28,1.42335875023207,21.387121475527,0.406000000000006,6.00699999999999,19.9637627252955,-5.601,-9.57028167617784,22.00152363904,5.08700000000001,2.14099999999998,31.5718053152187,2.946,6.47403688449668,6.55519379841362,4.01012927253447,4.29638704362826,4.00351897216078,NA,0.00219863542487087,0.0309001397740829,0.00738843418545265,0.0853415124543284,0.453130184030716,NA,41.0786285946821,26.7256897426211,-8.255,16.189,-14.3529388520606,-24.444
1953Q1,667.685284280937,724.442474916388,54.178,71.678,56.7571906354515,-17.5,19.590547438832,21.557120225313,-0.976000000000006,-1.756,1.9665727864812,0.780000000000001,18.1671886885999,0.169998749786032,-1.38200000000001,-7.76299999999999,-17.9971899388143,6.381,6.50381693120345,6.58540235890709,3.99227492198521,4.2721838664917,4.03878235556745,NA,0.0297800467067786,0.0302085604934703,-0.0178543505492637,-0.0242031771365578,0.0352633834066776,NA,58.933642866796,36.0410860274991,-12.575,7.79199999999999,-22.892556839296,-20.367
1953Q2,676.158387799564,728.110021786492,54.54,75.367,51.9516339869281,-20.827,8.473103518627,3.66754687010393,0.362000000000002,3.68900000000001,-4.8055566485234,-3.327,-11.117443920205,-17.8895733552091,1.33800000000001,5.44500000000001,-6.7721294350046,-4.107,6.5164273500773,6.59045216560547,3.99893437741744,4.32236951342779,3.95031317011947,NA,0.0126104188738498,0.00504980669838773,0.00665945543223367,0.0501856469360948,-0.0884691854479791,NA,40.480650134101,45.997386407431,-4.889,11.806,5.5167362733301,-16.695
1953Q3,671.998892580288,727.339977851606,56.722,75.087,55.3410852713178,-18.365,-4.15949521927598,-0.770043934885962,2.182,-0.280000000000001,3.3894512843897,2.462,-12.632598737903,-4.4375908049899,1.82,-3.96900000000001,8.1950079329131,5.78900000000001,6.51025669257579,6.58939401313452,4.03816214253311,4.31864744125616,4.01351558514079,NA,-0.0061706575015128,-0.00105815247095808,0.0392277651156663,-0.00372207217163645,0.0632024150213133,NA,25.3275144884151,45.841744636058,1.974,7.66,20.514230147643,-5.686
1953Q4,679.64817679558,682.794696132597,54.825,71.397,3.14651933701646,-16.572,7.64928421529191,-44.545281719009,-1.897,-3.69,-52.1945659343013,1.793,11.8087794345679,-43.7752377841231,-4.079,-3.41,-55.584017218691,-0.669000000000004,6.52157527721396,6.52619422307025,4.00414629430395,4.26825585165609,1.14629686952976,NA,0.0113185846381656,-0.0631997900642638,-0.0340158482291564,-0.0503915896000722,-2.86721871561103,NA,31.5534399534749,-20.090658558478,-0.329000000000001,-2.03699999999999,-51.6440985119538,1.708
1954Q1,658.986230248307,660.549661399549,52.402,67.25,1.5634311512415,-14.848,-20.6619465472729,-22.245034733048,-2.423,-4.14700000000001,-1.58308818577496,1.724,-28.3112307625648,22.3002469859611,-0.526000000000003,-0.457000000000008,50.6114777485264,-0.0690000000000008,6.4907026393651,6.49307230872042,3.95894475853755,4.20841701848195,0.446882861923164,NA,-0.0308726378488613,-0.0331219143498371,-0.045201535766402,-0.0598388331741369,-0.699414007606592,NA,-8.69905403262999,-63.8928135168391,-1.776,-4.428,-55.19375948421,2.652
1954Q2,647.85150812065,657.925754060325,59.901,73.316,10.0742459396753,-13.415,-11.134722127657,-2.62390733922405,7.499,6.066,8.5108147884338,1.433,9.52722441961589,19.6211273938239,9.922,10.213,10.0939029742088,-0.290999999999997,6.47366151595766,6.4890920891843,4.09269319947287,4.2947788661096,2.3099822603345,NA,-0.0170411234074406,-0.00398021953611494,0.13374844093532,0.0863618476276535,1.86309939841134,NA,-28.306879678914,-70.184267726167,5.361,-2.051,-41.8773880472528,7.412
1954Q3,647.2875,660.35625,57.982,68.903,13.0687499999999,-10.921,-0.564008120649987,2.4304959396751,-1.919,-4.413,2.9945040603246,2.494,10.570714007007,5.05440327889914,-9.41800000000001,-10.479,-5.5163107281092,1.061,6.47279055438092,6.49277946212285,4.06013261755191,4.23269971843601,2.5702238841948,NA,-0.000870961576738161,0.00368737293854604,-0.0325605819209587,-0.0620791476735905,0.260241623860297,NA,-24.711392580288,-66.983727851606,1.26,-6.184,-42.2723352713179,7.444
1954Q4,650.086352941176,673.712,60.646,69.582,23.6256470588237,-8.93599999999999,2.79885294117594,13.3557499999999,2.664,0.678999999999988,10.5568970588238,1.98500000000001,3.36286106182592,10.9252540603248,4.58300000000001,5.09199999999998,7.5623929984992,-0.50899999999999,6.47710520474454,6.51280271989051,4.10505368103045,4.24250591320262,3.16233286173802,NA,0.00431465036362777,0.0200232577676642,0.0449210634785411,0.00980619476661015,0.592108977543221,NA,-29.561823854404,-9.08269613259699,5.821,-1.81500000000001,20.4791277218072,7.63600000000001
1955Q1,655.435011709602,705.445081967213,62.894,73.685,50.0100702576112,-10.791,5.34865876842605,31.733081967213,2.248,4.10300000000001,26.3844231987875,-1.85500000000001,2.54980582725011,18.3773319672131,-0.416000000000004,3.42400000000002,15.8275261399637,-3.84000000000002,6.48529915520653,6.55882892555172,4.14145076964937,4.29979925066523,3.91222439030108,NA,0.00819395046198501,0.0460262056612066,0.0363970886189202,0.057293337462605,0.749891528563055,NA,-3.55121853870503,44.895420567664,10.492,6.435,48.4466391063697,4.057
1955Q2,636.776162790698,711.252906976744,61.436,77.861,74.4767441860465,-16.425,-18.658848918904,5.80782500953103,-1.458,4.176,24.4666739284353,-5.634,-24.0075076873301,-25.925256957682,-3.706,0.0729999999999933,-1.91774927035219,-3.77899999999999,6.456418201026,6.56702807256997,4.11799598255338,4.35492518566521,4.31048691807733,NA,-0.0288809541805337,0.00819914701824853,-0.0234547870959911,0.0551259349999791,0.398262527776252,NA,-11.075345329952,53.3271529164191,1.535,4.545,64.4024982463712,-3.01
1955Q3,655.523375142531,719.458950969213,65.481,79.145,63.9355758266819,-13.664,18.747212351833,8.20604399246895,4.04499999999999,1.28399999999999,-10.5411683593646,2.761,37.406061270737,2.39821898293792,5.50299999999999,-2.89200000000001,-35.0078422877999,8.395,6.48543396258707,6.57849947253757,4.18176002422505,4.3712816131377,4.15787594866164,NA,0.0290157615610722,0.0114713999676033,0.0637640416716687,0.0163564274724957,-0.152610969415684,NA,8.23587514253097,59.1027009692129,7.499,10.242,50.866825826682,-2.743
1955Q4,642.848502304148,727.835253456221,65.788,81.993,84.9867511520737,-16.205,-12.674872838383,8.37630248700805,0.307000000000002,2.848,21.0511753253918,-2.541,-31.422085190216,0.170258494539098,-3.73799999999999,1.56400000000001,31.5923436847564,-5.302,6.46590908575255,6.59007472238943,4.18643745087902,4.40663387776672,4.44249537554238,NA,-0.019524876834514,0.0115752498518651,0.00467742665397264,0.0353522646290214,0.284619426880736,NA,-7.23785063702792,54.1232534562211,5.142,12.411,61.36110409325,-7.26900000000001
1956Q1,634.285714285714,725.714285714286,68.879,85.447,91.4285714285713,-16.568,-8.56278801843405,-2.12096774193503,3.09100000000001,3.45400000000001,6.44182027649761,-0.363000000000003,4.1120848199489,-10.4972702289431,2.78400000000001,0.606000000000009,-14.6093550488942,2.178,6.45249950637096,6.58715639151721,4.23235134201177,4.44789630069485,4.5155580272984,NA,-0.013409579381598,-0.0029183308722196,0.0459138911327424,0.0412624229281295,0.0730626517560236,NA,-21.149297423888,20.269203747073,5.98500000000001,11.762,41.4185011709601,-5.777
1956Q2,649.627540983607,728.370273224044,73.517,85.004,78.7427322404371,-11.487,15.341826697893,2.65598750975801,4.63799999999999,-0.442999999999998,-12.6858391881342,5.081,23.904614716327,4.77695525169304,1.54699999999998,-3.89700000000001,-19.1276594646318,5.444,6.47639918478312,6.59080953596086,4.29751667199181,4.44269831420661,4.36618598443653,NA,0.0238996784121621,0.00365314444364806,0.0651653299800419,-0.00519798648823766,-0.149372042861875,NA,12.851378192909,17.1173662473,12.081,7.143,4.2659880543906,4.938
1956Q3,637.995742358079,723.572052401747,75.983,85.756,85.5763100436682,-9.773,-11.6317986255279,-4.79822082229703,2.46600000000001,0.751999999999995,6.83357780323109,1.714,-26.9736253234209,-7.45420833205503,-2.17199999999998,1.19499999999999,19.5194169913653,-3.367,6.45833160990258,6.58420012978154,4.33050963105476,4.45150605444369,4.44940849301854,NA,-0.0180675748805346,-0.00660940617932582,0.0329929590629536,0.00880774023707076,0.0832225085820086,NA,-17.527632784452,4.11310143253399,10.502,6.611,21.6407342169863,3.891
1956Q4,662.600847457627,743.608474576271,79.404,81.86,81.0076271186441,-2.456,24.6051050995479,20.036422174524,3.42099999999999,-3.896,-4.56868292502411,7.317,36.2369037250759,24.834642996821,0.954999999999984,-4.648,-11.4022607282552,5.603,6.49617276885325,6.6115146524691,4.37454874481792,4.40501047106426,4.39454331219805,NA,0.0378411589506626,0.0273145226875657,0.0440391137631622,-0.0464955833794285,-0.054865180820487,NA,19.7523451534789,15.7732211200499,13.616,-0.132999999999996,-3.9791240334296,13.749
1957Q1,675.353156822811,750.090427698574,84.578,88.383,74.7372708757637,-3.80499999999999,12.752309365184,6.48195312230303,5.17400000000001,6.523,-6.2703562428804,-1.34899999999999,-11.8527957343639,-13.554469052221,1.75300000000001,10.419,-1.70167331785629,-8.66599999999999,6.51523574934665,6.62019376952711,4.4376741855127,4.48167964345779,4.31397890848249,NA,0.0190629804933993,0.0086791170580085,0.0631254406947734,0.0766691723935375,-0.0805644037155622,NA,41.067442537097,24.376141984288,15.699,2.93599999999999,-16.6913005528076,12.763
